hour,weather,traffic_density,historical_crash_proximity,risk_score
13,1,0.954,0.187,73.3
12,0,0.735,0.31,44.0
8,0,0.727,0.53,45.4
14,0,0.241,0.657,28.5
21,0,0.074,0.691,19.3
14,0,0.802,0.447,45.9
23,0,0.559,0.374,41.8
10,1,0.682,0.768,67.5
15,1,0.78,0.925,78.9
16,0,0.409,0.914,38.2
3,0,0.145,0.552,33.6
0,0,0.795,0.079,45.5
7,0,0.454,0.073,33.1
16,0,0.827,0.403,44.7
2,0,0.438,0.733,47.0
19,0,0.217,0.497,21.9
14,0,0.171,0.627,26.7
14,0,0.744,0.843,51.0
23,1,0.575,0.04,60.9
21,0,0.405,0.924,34.2
13,1,0.492,0.331,58.0
22,1,0.55,0.047,64.9
13,1,0.239,0.835,57.3
23,1,0.378,0.934,73.2
1,0,0.292,0.769,41.1
12,0,0.388,0.805,39.0
13,0,0.501,0.871,42.1
23,1,0.173,0.522,60.8
18,1,0.394,0.68,59.1
6,1,0.385,0.286,50.7
2,0,0.286,0.25,32.5
14,1,0.998,0.609,86.3
22,0,0.074,0.735,36.2
13,0,0.643,0.397,38.5
10,1,0.174,0.4,43.9
14,0,0.84,0.954,54.0
12,1,0.914,0.518,79.0
17,0,0.401,0.986,35.4
5,1,0.823,0.863,95.3
2,0,0.25,0.64,40.3
18,1,0.14,0.009,33.5
14,1,0.316,0.296,52.2
22,1,0.342,0.418,63.7
4,0,0.397,0.653,45.4
9,1,0.373,0.396,52.0
6,0,0.411,0.828,39.7
16,0,0.71,0.663,42.4
6,0,0.246,0.347,22.0
21,1,0.019,0.784,44.4
11,0,0.49,0.303,29.8
16,1,0.448,0.063,47.1
12,1,0.06,0.173,33.9
19,0,0.134,0.003,14.3
3,1,0.51,0.832,72.7
9,0,0.235,0.627,28.2
2,1,0.878,0.571,83.1
8,0,0.173,0.662,29.1
12,0,0.02,0.654,20.2
17,0,0.448,0.565,30.0
14,0,0.986,0.842,62.3
3,0,0.634,0.441,47.1
14,0,0.354,0.805,35.9
21,0,0.017,0.787,17.4
1,0,0.485,0.2,42.1
14,0,0.206,0.454,16.3
7,1,0.648,0.835,70.2
7,0,0.583,0.831,41.7
16,1,0.265,0.024,42.2
11,0,0.069,0.223,10.7
18,0,0.755,0.424,43.1
9,0,0.585,0.047,27.4
8,0,0.842,0.261,39.8
4,0,0.26,0.258,29.9
5,0,0.653,0.215,41.5
19,1,0.119,0.397,37.2
1,1,0.292,0.813,69.8
23,0,0.657,0.244,42.4
12,1,0.826,0.582,79.0
5,0,0.321,0.558,43.2
4,0,0.799,0.818,66.0
0,0,0.678,0.394,46.6
20,1,0.349,0.224,54.8
21,1,0.876,0.892,75.8
20,1,0.509,0.833,64.4
5,0,0.648,0.622,55.9
5,0,0.496,0.093,39.0
22,1,0.453,0.016,56.3
15,0,0.848,0.183,40.2
3,0,0.295,0.197,30.1
10,0,0.037,0.136,8.9
23,0,0.88,0.262,54.0
22,0,0.825,0.338,59.7
8,0,0.367,0.754,32.7
22,0,0.185,0.71,41.0
2,0,0.676,0.104,45.3
18,0,0.079,0.977,30.8
7,0,0.424,0.752,32.5
4,0,0.086,0.163,24.8
3,0,0.598,0.124,44.4
23,0,0.027,0.088,15.8
5,0,0.629,0.732,57.3
1,1,0.673,0.236,67.2
19,1,0.487,0.073,49.5
10,0,0.175,0.422,23.9
3,0,0.101,0.709,32.7
14,1,0.313,0.305,47.8
5,0,0.465,0.483,47.5
21,0,0.642,0.193,28.7
16,0,0.001,0.429,13.1
23,0,0.711,0.359,50.4
5,0,0.713,0.434,49.8
18,1,0.445,0.466,61.2
1,1,0.343,0.092,52.9
14,0,0.842,0.093,37.9
10,0,0.785,0.261,34.2
7,0,0.983,0.116,50.0
18,0,0.372,0.253,23.9
12,0,0.907,0.025,40.8
11,0,0.087,0.351,14.9
4,0,0.411,0.213,39.3
5,0,0.465,0.892,56.3
21,0,0.441,0.858,34.6
3,1,0.625,0.3,69.6
18,0,0.17,0.475,17.9
19,1,0.866,0.956,83.1
0,0,0.552,0.524,47.3
19,0,0.904,0.848,53.0
16,0,0.003,0.826,22.7
11,0,0.63,0.941,47.7
14,0,0.412,0.306,30.0
0,1,0.505,0.043,61.2
13,1,0.744,0.104,56.7
5,0,0.227,0.571,37.4
4,0,0.205,0.53,29.8
10,0,0.703,0.298,35.4
3,0,0.521,0.249,39.9
12,0,0.234,0.709,27.7
10,0,0.484,0.341,25.9
2,0,0.46,0.604,45.0
0,0,0.691,0.712,56.6
5,0,0.003,0.43,23.3
17,0,0.587,0.193,27.3
23,0,0.606,0.861,56.9
9,1,0.746,0.094,63.5
4,0,0.889,0.829,63.1
22,1,0.44,0.837,71.1
9,1,0.343,0.571,57.5
11,1,0.102,0.629,51.4
1,1,0.337,0.358,60.1
12,0,0.068,0.842,23.2
7,1,0.803,0.264,68.0
1,0,0.807,0.56,62.5
19,0,0.417,0.002,19.2
0,1,0.26,0.94,67.7
4,1,0.118,0.948,62.2
8,1,0.851,0.71,74.0
16,1,0.877,0.423,76.1
8,1,0.266,0.179,45.0
10,1,0.622,0.492,58.7
14,1,0.259,0.791,56.1
23,0,0.225,0.605,41.1
5,1,0.021,0.527,52.2
22,1,0.577,0.849,84.9
2,1,0.15,0.313,50.6
16,0,0.012,0.86,25.6
4,0,0.105,0.439,31.9
11,0,0.314,0.002,17.4
17,1,0.669,0.732,70.2
13,0,0.203,0.878,34.0
20,0,0.888,0.484,51.8
23,0,0.288,0.455,38.5
10,1,0.331,0.805,60.6
8,1,0.218,0.885,56.2
1,1,0.254,0.974,69.4
11,0,0.074,0.346,13.8
2,0,0.295,0.595,39.9
2,0,0.86,0.823,65.3
0,0,0.688,0.532,53.9
7,1,0.875,0.462,71.9
21,0,0.105,0.572,18.1
7,0,0.456,0.357,32.1
10,0,0.229,0.192,19.2
8,0,0.721,0.067,33.9
4,1,0.97,0.61,95.1
13,0,0.815,0.379,42.7
2,1,0.035,0.883,60.4
20,0,0.317,0.223,23.5
4,0,0.029,0.311,22.5
4,0,0.04,0.971,39.8
18,0,0.08,0.556,24.2
13,1,0.276,0.347,44.5
3,0,0.304,0.861,37.6
12,0,0.4,0.743,34.4
9,0,0.405,0.573,29.7
17,0,0.771,0.889,52.3
7,1,0.141,0.094,43.0
7,0,0.158,0.394,27.3
6,0,0.627,0.811,43.4
7,1,0.572,0.386,61.3
13,0,0.154,0.927,30.3
18,0,0.852,0.153,43.2
5,0,0.329,0.337,30.8
0,0,0.367,0.426,41.9
22,1,0.42,0.687,73.3
14,0,0.323,0.195,20.4
0,1,0.557,0.01,66.2
16,0,0.389,0.977,35.8
0,1,0.259,0.899,63.3
14,0,0.904,0.3,48.0
22,0,0.308,0.483,38.3
1,0,0.698,0.489,52.2
13,0,0.347,0.869,39.6
20,1,0.435,0.597,57.4
7,1,0.236,0.826,59.6
7,0,0.752,0.912,55.7
18,0,0.737,0.566,51.4
6,0,0.022,0.285,6.3
18,1,0.06,0.499,40.9
5,1,0.922,0.851,91.2
5,0,0.889,0.584,64.6
2,1,0.506,0.896,82.9
6,1,0.493,0.895,66.5
18,0,0.812,0.373,46.8
7,1,0.138,0.448,48.8
9,0,0.654,0.678,45.7
19,0,0.476,0.111,28.4
14,0,0.743,0.466,38.1
14,0,0.03,0.149,13.9
0,0,0.593,0.848,54.8
19,0,0.557,0.943,54.1
6,1,0.841,0.142,63.9
3,0,0.677,0.667,56.8
5,0,0.88,0.637,65.4
0,1,0.887,0.76,83.2
4,0,0.408,0.696,50.6
22,0,0.137,0.217,27.1
0,1,0.63,0.291,66.6
3,1,0.874,0.165,79.4
21,0,0.075,0.921,27.5
1,0,0.558,0.522,47.4
9,1,0.115,0.976,52.3
4,0,0.027,0.449,24.9
9,0,0.68,0.553,45.8
0,0,0.682,0.789,60.5
21,0,0.601,0.797,45.0
5,1,0.859,0.231,79.7
12,1,0.081,0.288,38.6
14,1,0.105,0.098,33.2
3,1,0.865,0.805,90.5
12,0,0.503,0.794,38.8
23,0,0.273,0.081,24.6
19,1,0.738,0.257,57.4
23,0,0.894,0.45,58.5
14,0,0.69,0.542,45.8
7,1,0.792,0.523,75.8
4,0,0.282,0.983,47.3
14,0,0.289,0.764,27.9
3,1,0.864,0.113,76.4
11,1,0.615,0.294,57.0
12,0,0.234,0.345,27.0
1,1,0.524,0.315,66.1
18,0,0.686,0.786,46.7
18,0,0.219,0.361,23.7
3,1,0.655,0.492,75.9
3,1,0.042,0.533,55.6
10,0,0.304,0.27,19.2
4,0,0.674,0.323,48.7
19,0,0.149,0.78,28.1
10,0,0.222,0.867,23.4
9,0,0.879,0.037,38.9
7,0,0.674,0.605,42.2
5,0,0.499,0.633,47.8
5,0,0.211,0.737,37.3
7,0,0.341,0.694,33.4
22,1,0.574,0.877,79.8
14,0,0.155,0.078,16.2
13,0,0.482,0.388,38.4
10,1,0.409,0.782,57.5
11,1,0.477,0.847,66.1
12,0,0.106,0.265,17.8
7,0,0.106,0.585,18.9
17,1,0.964,0.181,73.0
0,0,0.979,0.851,70.1
14,1,0.426,0.73,58.6
7,0,0.789,0.222,38.0
10,0,0.656,0.624,36.3
11,0,0.117,0.509,20.4
11,1,0.297,0.259,47.7
3,1,0.314,0.893,67.6
15,0,0.596,0.148,30.9
3,0,0.58,0.467,43.2
4,0,0.924,0.583,65.2
23,0,0.79,0.824,61.9
4,1,0.857,0.15,79.6
7,0,0.891,0.609,51.9
9,1,0.801,0.007,59.2
16,0,0.333,0.823,33.2
8,1,0.215,0.235,47.8
21,1,0.572,0.721,73.6
18,0,0.69,0.602,40.1
13,0,0.387,0.05,24.2
7,0,0.848,0.183,39.3
8,0,0.961,0.268,46.5
21,0,0.569,0.887,46.1
10,0,0.457,0.481,34.3
22,1,0.843,0.914,89.8
0,0,0.024,0.047,18.8
13,1,0.129,0.007,38.8
4,1,0.846,0.948,95.0
20,1,0.732,0.724,70.9
13,0,0.416,0.783,36.0
3,0,0.889,0.916,71.5
21,0,0.351,0.985,43.4
22,0,0.634,0.098,38.5
0,0,0.634,0.158,44.4
21,1,0.184,0.189,43.3
22,0,0.285,0.818,38.6
18,0,0.916,0.356,51.8
7,1,0.183,0.593,55.5
14,0,0.174,0.855,31.0
20,0,0.48,0.683,39.5
14,1,0.092,0.065,32.7
8,0,0.895,0.446,48.2
20,0,0.1,0.068,8.4
8,0,0.617,0.479,36.6
9,1,0.34,0.219,47.3
19,0,0.804,0.001,38.1
20,0,0.59,0.813,42.3
8,0,0.388,0.969,38.9
2,0,0.984,0.964,74.6
19,0,0.066,0.299,7.3
10,0,0.578,0.829,47.5
5,0,0.99,0.679,68.8
1,0,0.691,0.8,59.3
6,0,0.74,0.846,55.0
17,0,0.032,0.98,28.7
1,0,0.021,0.152,20.7
16,0,0.036,0.77,22.7
10,0,0.992,0.734,59.3
11,1,0.98,0.288,73.2
18,1,0.335,0.393,48.3
21,0,0.291,0.177,21.3
23,0,0.146,0.913,40.3
6,0,0.329,0.879,36.2
19,0,0.37,0.614,28.1
5,0,0.748,0.512,47.2
20,0,0.866,0.233,44.5
23,1,0.747,0.79,80.2
0,0,0.646,0.008,42.0
16,0,0.766,0.463,50.7
10,1,0.738,0.861,77.7
21,0,0.476,0.618,35.1
17,0,0.336,0.635,28.0
20,1,0.283,0.071,41.0
16,1,0.679,0.287,62.8
6,1,0.959,0.674,85.1
16,0,0.581,0.05,29.7
19,0,0.913,0.331,47.2
8,1,0.014,0.354,39.7
16,0,0.794,0.499,51.2
19,1,0.854,0.362,72.3
21,0,0.631,0.454,39.9
21,0,0.934,0.547,48.3
7,1,0.59,0.128,52.1
16,0,0.241,0.18,13.8
6,0,0.216,0.833,29.7
0,0,0.556,0.46,43.9
12,0,0.906,0.355,46.9
22,0,0.072,0.434,24.0
18,0,0.604,0.175,30.4
23,0,0.77,0.24,45.0
18,1,0.115,0.516,45.6
16,0,0.117,0.359,18.9
12,1,0.366,0.475,54.4
15,0,0.274,0.15,20.0
7,0,0.198,0.156,17.5
18,0,0.199,0.384,21.9
17,1,0.131,0.379,45.3
0,1,0.611,0.883,85.7
13,1,0.688,0.033,62.9
18,0,0.703,0.993,47.2
14,0,0.532,0.957,46.8
17,1,0.953,0.542,75.3
1,1,0.881,0.719,93.8
21,1,0.958,0.935,87.2
16,0,0.389,0.251,26.4
17,1,0.878,0.316,71.8
5,0,0.763,0.111,48.4
18,0,0.34,0.564,34.8
3,0,0.107,0.159,26.2
0,0,0.683,0.931,65.7
7,1,0.136,0.432,43.5
22,1,0.294,0.92,63.8
6,1,0.5,0.205,56.4
2,0,0.68,0.694,52.7
9,0,0.926,0.648,53.9
9,1,0.593,0.4,61.5
18,0,0.671,0.898,49.8
13,1,0.31,0.435,53.0
1,0,0.687,0.198,43.7
0,0,0.438,0.977,53.9
22,0,0.857,0.441,57.5
22,1,0.392,0.208,67.7
17,0,0.468,0.364,26.2
6,0,0.433,0.614,35.0
7,1,0.811,0.512,74.5
0,0,0.954,0.635,64.6
22,1,0.327,0.662,64.6
2,0,0.475,0.123,40.4
23,0,0.706,0.315,52.1
22,1,0.895,0.749,88.4
7,0,0.494,0.65,33.3
21,0,0.109,0.088,12.9
14,0,0.369,0.315,27.0
4,0,0.55,0.931,57.4
2,0,0.418,0.862,48.5
18,0,0.187,0.671,28.5
0,1,0.037,0.073,47.7
14,1,0.687,0.607,74.2
7,0,0.993,0.012,42.5
1,0,0.919,0.661,72.5
2,0,0.683,0.731,58.9
23,0,0.842,0.497,54.3
13,0,0.256,0.004,16.6
23,0,0.622,0.667,53.9
13,0,0.061,0.82,23.5
10,0,0.707,0.586,44.4
15,0,0.97,0.709,60.1
3,1,0.861,0.09,78.4
19,1,0.534,0.715,63.9
4,0,0.789,0.614,57.2
21,1,0.944,0.331,72.7
20,0,0.216,0.685,26.8
13,1,0.793,0.646,77.3
22,0,0.27,0.599,41.4
15,1,0.877,0.183,68.1
17,0,0.098,0.296,18.2
6,0,0.178,0.991,33.3
9,0,0.721,0.433,42.9
6,0,0.175,0.059,18.8
0,0,0.158,0.899,40.3
22,0,0.555,0.173,40.3
20,1,0.835,0.404,74.0
18,0,0.268,0.278,17.6
15,0,0.841,0.964,57.3
18,0,0.808,0.378,45.7
3,1,0.579,0.709,79.5
17,1,0.647,0.598,68.6
1,1,0.04,0.043,38.6
0,0,0.367,0.384,34.7
14,0,0.263,0.39,22.0
4,0,0.15,0.99,41.5
19,0,0.39,0.812,32.9
10,0,0.355,0.857,40.6
9,0,0.729,0.314,41.4
1,0,0.598,0.329,46.4
2,0,0.913,0.516,61.3
22,0,0.145,0.631,29.1
22,1,0.06,0.728,57.2
11,0,0.535,0.821,45.0
19,1,0.001,0.873,47.0
4,0,0.788,0.025,50.2
4,0,0.506,0.796,51.0
5,0,0.488,0.611,48.8
8,1,0.362,0.532,54.8
1,0,0.375,0.628,43.7
20,1,0.431,0.882,67.5
11,0,0.016,0.545,13.3
2,0,0.084,0.162,23.5
19,1,0.505,0.437,62.1
21,0,0.15,0.924,36.1
11,1,0.779,0.814,77.7
23,0,0.274,0.203,23.7
16,0,0.098,0.714,17.9
9,1,0.235,0.256,41.9
23,1,0.357,0.349,65.1
13,0,0.035,0.469,22.4
22,1,0.142,0.441,53.3
16,0,0.324,0.029,18.7
17,1,0.31,0.774,50.2
18,0,0.8,0.846,55.9
16,0,0.843,0.531,49.8
13,0,0.193,0.173,15.4
8,0,0.124,0.248,12.0
7,0,0.634,0.126,31.8
1,0,0.805,0.17,46.5
12,0,0.964,0.876,58.5
6,1,0.007,0.48,36.1
8,0,0.414,0.111,20.7
21,0,0.734,0.255,36.0
21,0,0.829,0.95,58.9
10,1,0.062,0.509,39.2
13,0,0.681,0.516,42.4
3,0,0.289,0.526,33.8
12,0,0.075,0.112,7.1
1,0,0.489,0.97,50.7
22,0,0.158,0.084,25.9
4,0,0.737,0.7,57.9
10,0,0.741,0.058,33.6
5,0,0.842,0.444,54.5
17,0,0.378,0.9,34.1
20,0,0.013,0.768,18.7
9,0,0.26,0.335,17.8
3,1,0.468,0.551,68.4
8,1,0.694,0.165,58.9
5,0,0.382,0.956,47.1
1,0,0.536,0.709,54.3
16,0,0.524,0.374,32.7
4,0,0.165,0.318,27.4
5,0,0.623,0.239,48.5
11,0,0.439,0.787,34.2
22,1,0.808,0.435,79.5
20,1,0.691,0.33,59.6
9,0,0.111,0.905,27.8
21,0,0.489,0.15,29.4
20,1,0.702,0.264,56.1
5,1,0.087,0.345,53.0
7,1,0.792,0.26,67.8
1,0,0.222,0.585,35.7
11,0,0.503,0.601,33.4
12,0,0.941,0.055,46.0
20,0,0.571,0.145,35.8
6,0,0.424,0.199,24.7
9,0,0.007,0.07,5.7
12,1,0.133,0.125,37.9
16,1,0.579,0.24,56.7
20,0,0.494,0.346,31.1
13,1,0.364,0.791,63.5
1,0,0.923,0.218,56.1
21,1,0.332,0.67,57.6
10,0,0.537,0.058,33.7
0,0,0.569,0.658,55.3
18,0,0.527,0.795,38.9
20,0,0.478,0.605,41.4
3,0,0.337,0.201,36.6
18,0,0.909,0.33,52.4
20,1,0.451,0.805,62.3
10,0,0.528,0.432,35.4
7,0,0.656,0.255,35.2
10,0,0.068,0.933,26.7
3,0,0.781,0.637,64.3
16,0,0.513,0.806,42.0
6,1,0.657,0.025,51.6
7,0,0.772,0.339,41.5
2,0,0.874,0.459,57.2
21,1,0.392,0.587,62.8
1,0,0.811,0.19,48.8
22,0,0.259,0.498,34.1
14,1,0.66,0.686,69.0
23,0,0.103,0.346,30.8
21,0,0.02,0.691,22.5
21,1,0.096,0.39,43.3
4,0,0.319,0.469,37.9
23,0,0.031,0.134,19.6
0,1,0.63,0.651,78.5
3,0,0.317,0.224,38.3
14,0,0.736,0.829,47.2
19,1,0.046,0.553,34.6
18,1,0.217,0.56,51.2
2,0,0.408,0.912,53.8
19,0,0.383,0.167,24.2
10,1,0.131,0.53,39.9
16,1,0.994,0.382,79.6
12,0,0.284,0.966,32.5
10,0,0.721,0.793,45.8
1,0,0.22,0.758,36.0
8,1,0.878,0.204,64.4
1,1,0.388,0.237,60.9
20,1,0.901,0.029,64.7
8,1,0.342,0.639,52.5
8,0,0.009,0.371,19.9
7,0,0.517,0.312,30.3
16,1,0.525,0.637,63.9
0,1,0.12,0.829,66.0
10,0,0.235,0.133,19.1
7,0,0.783,0.919,60.4
9,1,0.037,0.034,30.1
6,0,0.49,0.095,29.6
2,0,0.53,0.838,54.5
2,0,0.689,0.493,55.4
17,0,0.037,0.939,27.8
4,0,0.586,0.462,45.3
11,1,0.003,0.926,57.1
11,0,0.265,0.24,13.6
18,0,0.5,0.616,34.7
5,0,0.911,0.994,73.4
1,1,0.127,0.376,53.5
11,1,0.169,0.001,37.2
18,1,0.669,0.064,60.2
4,1,0.375,0.859,69.6
11,0,0.623,0.492,42.3
16,0,0.997,0.537,55.2
16,0,0.987,0.799,64.7
9,0,0.354,0.812,34.5
22,1,0.504,0.477,71.1
16,0,0.905,0.858,60.3
14,1,0.092,0.468,45.8
11,0,0.452,0.675,36.7
15,0,0.378,0.033,19.9
23,0,0.295,0.138,27.2
18,0,0.994,0.851,63.3
7,0,0.734,0.313,34.9
20,0,0.389,0.335,28.2
16,0,0.829,0.663,52.6
22,0,0.49,0.593,52.1
4,0,0.873,0.082,49.6
21,0,0.266,0.766,31.5
15,0,0.224,0.617,26.8
5,0,0.247,0.855,38.7
7,0,0.538,0.535,37.2
17,0,0.291,0.414,20.9
11,0,0.147,0.371,21.2
14,0,0.995,0.004,46.6
8,0,0.9,0.04,43.1
12,0,0.635,0.131,31.1
14,0,0.892,0.93,63.5
9,1,0.935,0.881,81.8
15,0,0.676,0.497,42.1
6,0,0.519,0.18,25.8
16,1,0.882,0.146,67.7
22,0,0.568,0.256,46.6
20,1,0.127,0.909,54.7
21,0,0.367,0.521,27.3
6,0,0.446,0.804,37.4
13,1,0.935,0.507,76.4
14,0,0.659,0.609,41.1
20,0,0.875,0.61,53.0
6,0,0.758,0.031,42.5
8,0,0.31,0.445,24.6
18,0,0.719,0.864,56.8
15,0,0.195,0.489,22.6
7,1,0.408,0.435,56.0
17,1,0.806,0.527,73.6
22,0,0.612,0.381,42.0
17,1,0.825,0.515,74.7
19,0,0.255,0.135,10.6
6,0,0.75,0.968,55.0
2,1,0.202,0.034,49.3
17,1,0.545,0.483,56.9
9,1,0.434,0.21,51.7
6,0,0.556,0.058,27.5
16,0,0.136,0.652,23.0
13,1,0.361,0.985,63.7
23,0,0.667,0.75,54.9
2,0,0.559,0.254,42.6
11,0,0.549,0.493,39.4
12,1,0.511,0.05,50.7
1,0,0.944,0.532,63.2
2,0,0.935,0.099,56.3
4,0,0.36,0.795,52.1
10,0,0.352,0.057,19.6
7,1,0.555,0.009,47.3
22,0,0.096,0.862,33.4
22,0,0.303,0.943,47.8
11,0,0.231,0.087,20.5
6,0,0.223,0.279,16.7
14,0,0.639,0.742,45.2
23,0,0.384,0.54,41.2
16,0,0.171,0.949,28.5
3,0,0.888,0.389,62.9
21,1,0.874,0.003,68.5
12,1,0.862,0.02,65.9
17,0,0.391,0.565,30.7
0,0,0.057,0.752,35.2
15,1,0.107,0.791,51.6
12,0,0.276,0.912,33.0
9,0,0.22,0.229,21.3
11,1,0.874,0.738,80.8
1,0,0.986,0.827,66.0
22,0,0.817,0.836,61.4
2,0,0.73,0.412,48.4
9,0,0.589,0.626,44.2
1,1,0.77,0.552,79.7
22,0,0.947,0.597,66.7
12,0,0.601,0.282,41.2
12,1,0.155,0.683,52.2
17,1,0.164,0.71,49.5
2,0,0.584,0.196,40.0
6,0,0.333,0.444,26.3
13,0,0.91,0.422,46.8
19,1,0.612,0.749,66.0
16,0,0.676,0.667,43.0
20,0,0.006,0.476,16.4
11,0,0.499,0.653,36.4
15,0,0.431,0.263,26.8
23,0,0.706,0.232,49.3
11,0,0.383,0.24,27.3
14,0,0.977,0.029,38.9
9,0,0.67,0.691,40.5
6,0,0.66,0.986,50.0
19,0,0.919,0.309,44.6
4,1,0.995,0.93,100.0
0,1,0.198,0.607,58.7
16,0,0.811,0.225,47.3
2,0,0.162,0.012,20.3
12,0,0.457,0.724,38.7
13,0,0.1,0.697,20.9
23,0,0.623,0.229,46.0
17,0,0.469,0.333,31.9
3,1,0.629,0.898,85.8
17,0,0.678,0.157,34.9
4,0,0.619,0.835,60.3
15,0,0.294,0.169,21.0
0,1,0.837,0.482,81.2
20,0,0.552,0.499,35.1
13,1,0.49,0.472,61.2
14,0,0.987,0.288,54.0
8,1,0.284,0.253,43.0
14,1,0.528,0.733,68.0
16,1,0.682,0.276,58.3
23,0,0.125,0.61,30.4
3,0,0.354,0.847,47.6
11,0,0.802,0.837,51.3
4,1,0.237,0.167,57.2
4,0,0.493,0.655,49.7
10,0,0.631,0.602,38.7
5,0,0.671,0.282,49.5
6,0,0.728,0.391,38.0
23,0,0.866,0.285,55.4
13,0,0.393,0.537,34.1
23,0,0.707,0.804,61.5
10,0,0.732,0.878,51.6
12,1,0.3,0.723,55.4
1,1,0.968,0.483,84.9
6,1,0.865,0.958,84.3
19,0,0.29,0.564,30.3
3,1,0.675,0.479,82.8
7,0,0.718,0.857,49.5
19,0,0.431,0.185,28.5
21,0,0.864,0.158,45.0
20,0,0.69,0.783,46.8
18,0,0.658,0.871,50.9
12,1,0.221,0.073,37.8
13,0,0.408,0.764,37.4
9,0,0.434,0.424,30.2
10,0,0.734,0.704,49.8
1,0,0.618,0.135,44.0
8,0,0.086,0.973,26.3
16,0,0.308,0.881,34.9
2,1,0.473,0.406,66.7
23,0,0.737,0.893,59.1
5,0,0.744,0.895,61.5
4,1,0.491,0.461,67.1
4,1,0.117,0.947,60.2
21,1,0.293,0.977,58.8
14,0,0.255,0.217,18.8
22,0,0.781,0.067,47.7
16,0,0.18,0.331,15.1
8,1,0.465,0.489,62.0
2,1,0.671,0.093,70.5
19,0,0.965,0.141,46.1
16,0,0.999,0.972,60.7
9,1,0.953,0.737,82.2
2,0,0.718,0.875,60.4
17,0,0.746,0.971,51.0
17,0,0.759,0.378,39.4
16,0,0.863,0.688,55.6
23,1,0.952,0.184,80.8
2,0,0.446,0.552,46.5
2,0,0.417,0.21,35.8
5,0,0.46,0.16,38.9
12,0,0.66,0.098,35.5
23,0,0.775,0.58,59.0
14,0,0.871,0.95,62.4
8,0,0.456,0.122,26.0
3,0,0.363,0.502,35.1
13,1,0.983,0.687,79.1
4,0,0.232,0.496,32.2
1,0,0.222,0.912,44.3
10,1,0.715,0.166,60.7
8,0,0.18,0.024,13.3
23,1,0.399,0.383,65.2
2,0,0.292,0.555,38.3
8,1,0.169,0.255,35.0
2,1,0.58,0.168,63.0
1,0,0.374,0.805,51.3
11,1,0.462,0.189,53.2
9,1,0.196,0.443,38.6
8,0,0.768,0.954,55.0
14,0,0.315,0.613,35.3
7,0,0.343,0.498,29.5
4,1,0.252,0.36,57.4
10,0,0.434,0.52,27.3
1,0,0.464,0.734,47.4
23,0,0.53,0.823,47.7
14,0,0.968,0.65,53.0
5,0,0.905,0.79,62.6
7,0,0.609,0.088,36.4
4,1,0.039,0.014,44.0
15,0,0.612,0.734,48.4
17,0,0.09,0.262,9.9
5,0,0.71,0.878,61.5
4,0,0.39,0.536,38.3
15,0,0.838,0.479,45.4
12,0,0.943,0.773,59.6
4,0,0.417,0.741,47.0
12,0,0.461,0.704,38.4
16,0,0.59,0.69,38.6
17,0,0.197,0.515,23.6
7,1,0.927,0.926,86.7
12,0,0.433,0.891,38.1
18,1,0.167,0.329,42.4
2,1,0.763,0.805,81.7
23,0,0.219,0.891,35.1
7,1,0.144,0.618,54.1
1,0,0.563,0.556,49.2
7,0,0.671,0.672,44.2
12,0,0.57,0.163,33.4
12,1,0.657,0.087,55.4
0,0,0.116,0.82,36.4
5,1,0.476,0.573,73.8
23,0,0.357,0.123,28.4
18,1,0.973,0.416,75.8
15,0,0.05,0.298,8.8
7,0,0.298,0.875,36.9
0,0,0.942,0.507,63.4
15,0,0.983,0.578,59.4
8,0,0.825,0.235,45.2
12,1,0.076,0.799,48.2
10,0,0.561,0.93,47.3
12,1,0.4,0.792,63.1
20,0,0.806,0.493,49.3
9,1,0.055,0.835,53.3
3,0,0.197,0.188,23.4
5,0,0.489,0.113,31.2
6,1,0.158,0.438,41.9
4,0,0.693,0.182,47.8
10,0,0.821,0.259,44.3
12,0,0.705,0.585,43.2
18,0,0.44,0.404,29.9
22,0,0.878,0.866,65.0
9,1,0.138,0.226,39.7
9,0,0.26,0.997,33.3
10,0,0.49,0.359,36.7
20,0,0.061,0.515,21.7
6,0,0.096,0.132,13.6
17,0,0.397,0.579,32.6
3,1,0.944,0.961,100.0
1,1,0.908,0.749,91.6
13,0,0.466,0.244,29.0
12,1,0.142,0.443,39.4
11,0,0.178,0.425,21.4
6,1,0.378,0.098,43.2
1,0,0.21,0.886,39.9
12,0,0.083,0.381,16.5
13,0,0.674,0.494,39.1
16,0,0.581,0.291,35.5
8,0,0.291,0.152,22.9
16,0,0.779,0.902,51.5
7,0,0.776,0.037,37.1
1,0,0.491,0.4,38.9
23,0,0.097,0.731,30.0
12,0,0.918,0.309,48.8
2,0,0.669,0.446,52.8
15,0,0.247,0.564,21.6
5,0,0.61,0.995,65.5
18,1,0.405,0.758,59.9
6,1,0.635,0.967,75.4
9,0,0.474,0.693,36.2
8,0,0.485,0.269,28.9
1,0,0.736,0.287,54.7
14,1,0.614,0.822,75.5
4,0,0.08,0.428,21.8
21,0,0.065,0.37,13.3
3,0,0.305,0.945,55.0
19,0,0.43,0.013,21.2
3,0,0.275,0.525,37.8
17,0,0.651,0.775,50.0
3,0,0.195,0.736,40.1
16,0,0.704,0.368,32.1
11,0,0.773,0.536,47.6
21,0,0.124,0.006,15.3
16,0,0.651,0.535,41.8
