traffic_density,weather_severity,time_of_day,road_condition_index,historical_incidents,risk_score
0.246,0.544,8,0.128,3,0.5286
0.161,0.032,2,0.02,4,0.2924
0.187,0.619,9,0.639,0,0.4298
0.285,0.055,4,0.873,0,0.1281
0.173,0.616,10,0.176,0,0.3703
0.897,0.685,4,0.342,4,0.7358
0.08,0.198,11,0.169,2,0.2461
0.525,0.819,13,0.907,4,0.5991
0.41,0.911,11,0.27,1,0.6726
0.982,0.813,18,0.445,4,0.786
0.112,0.305,8,0.895,1,0.2406
0.398,0.587,6,0.553,3,0.4917
0.969,0.915,15,0.933,1,0.6761
0.866,0.321,6,0.926,4,0.5604
0.817,0.82,13,0.462,2,0.7382
0.258,0.009,7,0.582,0,0.2384
0.171,0.004,20,0.23,4,0.2948
0.669,0.76,17,0.991,0,0.5462
0.929,0.761,2,0.278,1,0.7366
0.557,0.789,1,0.783,3,0.5458
0.572,0.93,4,0.313,3,0.7648
0.28,0.118,7,0.313,4,0.3102
0.769,0.232,18,0.104,1,0.5453
0.187,0.904,21,0.56,1,0.5916
0.324,0.177,8,0.245,0,0.3291
0.425,0.682,1,0.148,1,0.5358
0.508,0.53,14,0.227,2,0.5725
0.242,0.083,7,0.251,3,0.2092
0.115,0.285,9,0.504,2,0.2782
0.611,0.52,6,0.386,2,0.5377
0.289,0.852,18,0.075,0,0.6193
0.581,0.708,0,0.536,1,0.4683
0.154,0.622,21,0.788,0,0.3983
0.481,0.496,1,0.574,3,0.4697
0.533,0.299,2,0.975,0,0.29
0.052,0.119,13,0.099,2,0.2874
0.337,0.409,14,0.821,0,0.2866
0.134,0.029,20,0.506,1,0.1922
0.063,0.211,13,0.522,0,0.2354
0.99,0.432,7,0.519,1,0.4664
0.322,0.419,17,0.325,2,0.5121
0.81,0.044,21,0.325,1,0.4478
0.255,0.589,16,0.632,1,0.4447
0.682,0.55,6,0.045,1,0.6448
0.76,0.078,19,0.589,1,0.3564
0.596,0.943,0,0.725,3,0.6318
0.472,0.099,8,0.356,4,0.3744
0.412,0.855,8,0.217,3,0.5489
0.349,0.0,10,0.213,0,0.3417
0.93,0.882,18,0.082,3,0.8133
0.831,0.02,5,0.09,3,0.5361
0.965,0.758,6,0.167,1,0.6684
0.124,0.362,14,0.019,0,0.2961
0.731,0.738,19,0.266,0,0.6069
0.938,0.402,5,0.306,2,0.5338
0.181,0.071,8,0.995,1,0.087
0.066,0.768,14,0.992,3,0.4475
0.741,0.071,21,0.187,2,0.6029
0.574,0.922,22,0.213,2,0.8161
0.842,0.051,5,0.492,3,0.4295
0.14,0.479,6,0.149,0,0.35
0.795,0.723,16,0.504,1,0.6394
0.202,0.393,5,0.399,1,0.2188
0.164,0.217,8,0.325,3,0.3296
0.164,0.759,2,0.823,1,0.3966
0.815,0.784,13,0.828,4,0.6331
0.665,0.923,5,0.988,2,0.5132
0.523,0.376,3,0.223,2,0.4567
0.359,0.506,15,0.888,4,0.4893
0.877,0.363,22,0.538,1,0.5235
0.392,0.257,15,0.591,0,0.2783
0.817,0.751,22,0.896,4,0.664
0.439,0.34,8,0.943,4,0.3952
0.377,0.428,3,0.727,2,0.3196
0.463,0.404,7,0.348,0,0.4838
0.301,0.713,23,0.49,0,0.4897
0.748,0.918,7,0.615,1,0.6248
0.503,0.667,23,0.829,0,0.5089
0.232,0.472,5,0.658,1,0.3766
0.9,0.779,7,0.365,3,0.7569
0.384,0.641,5,0.418,4,0.4352
0.544,0.061,13,0.05,4,0.4862
0.906,0.096,13,0.924,1,0.4413
0.624,0.038,17,0.088,1,0.483
0.117,0.457,12,0.58,1,0.4027
0.94,0.826,14,0.872,4,0.841
0.628,0.313,2,0.421,1,0.418
0.335,0.384,5,0.8,4,0.3491
0.139,0.909,22,0.804,4,0.5206
0.794,0.837,19,0.06,2,0.7318
0.62,0.665,16,0.412,2,0.5908
0.533,0.267,19,0.691,3,0.4129
0.894,0.117,15,0.422,3,0.4654
0.789,0.016,5,0.545,0,0.3425
0.152,0.107,7,0.594,1,0.1905
0.312,0.293,12,0.151,4,0.4571
0.248,0.552,12,0.412,0,0.3567
0.744,0.064,19,0.028,2,0.5323
0.034,0.136,16,0.15,4,0.2988
0.57,0.181,20,0.512,0,0.4645
0.762,0.632,22,0.574,2,0.5357
0.877,0.616,21,0.146,3,0.7258
0.342,0.551,2,0.756,1,0.385
0.821,0.251,12,0.373,1,0.4325
0.111,0.371,6,0.921,0,0.2657
0.846,0.097,19,0.388,2,0.5497
0.127,0.226,4,0.15,0,0.3465
0.397,0.898,10,0.758,2,0.6155
0.797,0.98,22,0.568,2,0.815
0.15,0.648,17,0.387,1,0.4614
0.229,0.917,3,0.356,3,0.4985
0.722,0.643,19,0.151,3,0.7756
0.72,0.033,21,0.341,4,0.4614
0.641,0.997,6,0.029,2,0.7407
0.694,0.099,3,0.502,1,0.3302
0.543,0.683,9,0.897,2,0.4673
0.252,0.253,0,0.795,4,0.3323
0.346,0.392,16,0.029,1,0.5185
0.182,0.646,4,0.881,2,0.3808
0.908,0.436,16,0.452,3,0.6344
0.583,0.251,2,0.191,3,0.3673
0.401,0.334,8,0.752,4,0.3841
0.462,0.342,2,0.323,3,0.4948
0.947,0.959,2,0.253,2,0.7556
0.153,0.799,8,0.161,4,0.5366
0.586,0.459,4,0.487,0,0.4729
0.506,0.2,23,0.093,4,0.5321
0.611,0.811,9,0.786,3,0.6587
0.018,0.157,14,0.471,1,0.1745
0.872,0.21,11,0.447,4,0.5541
0.932,0.366,5,0.002,2,0.6345
0.565,0.88,6,0.818,4,0.6058
0.697,0.132,6,0.493,3,0.4833
0.922,0.122,22,0.44,4,0.5774
0.707,0.494,3,0.761,2,0.5077
0.153,0.276,12,0.063,2,0.3696
0.576,0.569,14,0.367,3,0.5844
0.607,0.452,17,0.576,2,0.5323
0.424,0.435,17,0.461,3,0.4446
0.736,0.112,6,0.182,4,0.4586
0.934,0.141,9,0.299,4,0.546
0.926,0.821,15,0.3,0,0.7349
0.451,0.886,22,0.992,3,0.5974
0.113,0.235,22,0.326,1,0.2419
0.985,0.113,7,0.205,3,0.594
0.839,0.053,18,0.823,4,0.4493
0.125,0.608,10,0.421,4,0.3934
0.921,0.715,20,0.444,2,0.7134
0.87,0.373,5,0.549,0,0.559
0.519,0.68,23,0.596,1,0.5375
0.591,0.713,23,0.591,0,0.6829
0.399,0.935,9,0.034,3,0.6686
0.055,0.065,18,0.819,3,0.2795
0.335,0.192,13,0.195,4,0.4874
0.803,0.069,19,0.292,2,0.4974
0.005,0.868,5,0.173,1,0.4075
0.333,0.793,3,0.767,2,0.4219
0.398,0.575,19,0.584,1,0.4687
0.537,0.084,14,0.755,0,0.3028
0.92,0.273,4,0.653,4,0.4761
0.346,0.298,15,0.104,2,0.3623
0.347,0.561,6,0.301,3,0.4884
0.738,0.258,1,0.507,4,0.4231
0.452,0.073,12,0.305,1,0.2986
0.225,0.731,1,0.207,4,0.4925
0.452,0.299,8,0.87,3,0.3568
0.141,0.452,19,0.748,3,0.4097
0.176,0.128,4,0.345,1,0.3054
0.498,0.803,2,0.765,4,0.4888
0.419,0.566,1,0.628,2,0.3971
0.915,0.902,13,0.004,4,0.9036
0.362,0.495,7,0.38,3,0.4667
0.581,0.941,19,0.29,1,0.6578
0.632,0.892,11,0.218,0,0.7135
0.013,0.576,16,0.252,0,0.386
0.664,0.934,15,0.942,4,0.762
0.178,0.323,5,0.486,3,0.331
0.961,0.366,5,0.848,4,0.5147
0.149,0.045,17,0.214,1,0.2448
0.415,0.589,1,0.174,2,0.4267
0.085,0.722,7,0.889,0,0.3954
0.997,0.774,22,0.496,4,0.812
0.502,0.15,13,0.895,3,0.2423
0.595,0.444,1,0.063,0,0.5242
0.067,0.177,16,0.916,0,0.1071
0.75,0.662,23,0.415,2,0.7079
0.21,0.158,15,0.155,4,0.3631
0.898,0.904,17,0.683,2,0.7705
0.205,0.231,20,0.797,3,0.2461
0.191,0.291,5,0.047,3,0.3968
0.037,0.851,16,0.987,4,0.4175
0.472,0.458,17,0.697,0,0.3287
0.565,0.024,13,0.321,1,0.3836
0.066,0.495,9,0.151,2,0.3885
0.776,0.085,3,0.393,0,0.3349
0.453,0.985,17,0.221,3,0.7018
0.524,0.588,10,0.494,3,0.5734
0.441,0.257,21,0.782,0,0.3435
0.401,0.564,15,0.66,0,0.4601
0.56,0.077,3,0.436,3,0.3521
0.155,0.8,18,0.119,2,0.6228
0.182,0.925,5,0.957,2,0.3757
0.862,0.874,7,0.27,0,0.6302
0.946,0.342,17,0.278,4,0.6886
0.373,0.326,18,0.646,3,0.464
0.271,0.035,17,0.771,1,0.2431
0.644,0.651,15,0.984,3,0.6022
0.409,0.535,6,0.969,2,0.4256
0.025,0.459,16,0.914,2,0.3026
0.156,0.908,2,0.435,1,0.3815
0.716,0.168,21,0.167,2,0.5199
0.659,0.01,14,0.584,1,0.3217
0.027,0.073,3,0.017,2,0.2602
0.222,0.223,15,0.196,1,0.3767
0.231,0.033,13,0.003,4,0.2875
0.672,0.503,16,0.181,3,0.5639
0.02,0.314,8,0.475,2,0.1479
0.104,0.18,6,0.393,0,0.2936
0.8,0.75,13,0.369,1,0.6986
0.179,0.204,22,0.831,1,0.2402
0.653,0.688,11,0.675,1,0.562
0.238,0.349,16,0.936,2,0.3279
0.099,0.512,8,0.445,3,0.422
0.243,0.934,11,0.272,0,0.4558
0.722,0.037,11,0.123,1,0.3855
0.856,0.5,7,0.672,1,0.5416
0.83,0.854,9,0.842,1,0.6312
0.397,0.588,11,0.184,1,0.5416
0.668,0.277,4,0.879,0,0.2661
0.205,0.398,19,0.526,1,0.3563
0.293,0.68,0,0.144,0,0.4508
0.896,0.891,8,0.643,0,0.6985
0.013,0.041,14,0.52,1,0.1822
0.086,0.072,23,0.028,4,0.3268
0.208,0.325,1,0.399,0,0.3257
0.027,0.233,3,0.785,4,0.1873
0.181,0.265,3,0.555,0,0.1786
0.583,0.221,22,0.282,2,0.4972
0.421,0.196,2,0.929,1,0.1926
0.893,0.131,15,0.238,2,0.5835
0.817,0.934,7,0.253,0,0.7833
0.342,0.144,6,0.355,2,0.2915
0.259,0.204,11,0.895,1,0.1847
0.38,0.246,11,0.508,1,0.3702
0.59,0.933,3,0.682,0,0.5673
0.268,0.756,14,0.976,0,0.3726
0.624,0.79,5,0.783,4,0.5805
0.409,0.105,2,0.173,3,0.3477
0.552,0.836,6,0.788,2,0.4764
0.436,0.408,21,0.748,4,0.5239
0.294,0.263,23,0.233,2,0.3853
0.948,0.576,20,0.325,1,0.6664
0.764,0.822,5,0.71,0,0.5855
0.14,0.779,0,0.238,2,0.5191
0.868,0.89,7,0.208,3,0.8729
0.487,0.928,0,0.703,1,0.5217
0.895,0.238,15,0.881,1,0.5002
0.8,0.424,2,0.075,4,0.5885
0.425,0.015,1,0.446,3,0.3078
0.022,0.879,5,0.607,1,0.3864
0.269,0.155,7,0.676,3,0.189
0.542,0.861,23,0.996,0,0.6082
0.633,0.329,6,0.683,3,0.4025
0.258,0.368,6,0.62,4,0.3796
0.139,0.039,23,0.99,4,0.1515
0.835,0.327,20,0.061,2,0.5626
0.984,0.888,18,0.074,0,0.728
0.526,0.026,17,0.561,0,0.3199
0.172,0.406,2,0.359,3,0.3097
0.272,0.031,10,0.097,4,0.4212
0.018,0.371,10,0.306,4,0.2844
0.914,0.173,2,0.674,4,0.4813
0.118,0.252,22,0.881,0,0.1311
0.577,0.878,0,0.094,4,0.8026
0.274,0.436,22,0.54,2,0.3741
0.554,0.274,21,0.296,1,0.5066
0.651,0.589,9,0.667,4,0.5414
0.83,0.142,1,0.549,2,0.4458
0.206,0.259,16,0.927,2,0.2171
0.011,0.546,8,0.038,1,0.3982
0.137,0.238,17,0.47,0,0.244
0.9,0.679,19,0.193,4,0.9215
0.874,0.491,8,0.537,2,0.5286
0.597,0.772,10,0.854,2,0.4979
0.601,0.948,16,0.911,1,0.6897
0.665,0.116,13,0.398,2,0.4603
0.175,0.335,17,0.812,4,0.3075
0.914,0.32,17,0.281,0,0.5696
0.419,0.151,11,0.006,2,0.4197
0.383,0.81,17,0.855,0,0.504
0.519,0.76,7,0.119,2,0.6602
0.047,0.484,7,0.018,2,0.343
0.166,0.538,7,0.354,4,0.4564
0.738,0.06,19,0.379,0,0.3975
0.083,0.556,14,0.077,3,0.349
0.603,0.791,7,0.814,4,0.5682
0.245,0.574,13,0.406,0,0.391
0.389,0.265,12,0.49,0,0.3778
0.289,0.668,22,0.265,0,0.5847
0.356,0.361,7,0.512,3,0.4263
0.719,0.545,16,0.767,4,0.4819
0.297,0.488,18,0.906,3,0.513
0.566,0.381,5,0.971,2,0.4234
0.476,0.719,16,0.427,1,0.5628
0.664,0.884,3,0.99,3,0.5901
0.937,0.005,6,0.295,2,0.4779
0.733,0.934,16,0.007,3,0.8276
0.215,0.512,21,0.768,0,0.4079
0.031,0.701,21,0.178,1,0.5572
0.262,0.856,17,0.052,1,0.5154
0.595,0.467,5,0.924,2,0.3959
0.051,0.835,9,0.792,3,0.4557
0.496,0.178,17,0.103,3,0.4125
0.597,0.159,23,0.777,3,0.5304
0.334,0.657,6,0.844,2,0.2851
0.771,0.87,13,0.905,3,0.6293
0.107,0.892,21,0.544,1,0.5539
0.075,0.644,13,0.703,1,0.4785
0.728,0.525,9,0.762,4,0.571
0.495,0.331,21,0.689,3,0.4889
0.688,0.98,8,0.647,3,0.6674
0.435,0.32,9,0.548,1,0.4676
0.246,0.744,1,0.479,1,0.5218
0.819,0.532,2,0.996,0,0.4827
0.799,0.609,15,0.338,0,0.4905
0.695,0.393,9,0.088,4,0.6066
0.272,0.965,22,0.765,1,0.5343
0.59,0.572,10,0.214,4,0.617
0.361,0.938,9,0.533,3,0.5806
0.092,0.008,11,0.096,3,0.2921
0.917,0.573,13,0.619,1,0.5755
0.137,0.717,8,0.944,2,0.3611
0.95,0.745,12,0.723,4,0.6969
0.446,0.905,5,0.215,2,0.649
0.185,0.004,10,0.971,3,0.089
0.542,0.0,0,0.307,4,0.258
0.873,0.472,14,0.437,3,0.6711
0.732,0.029,6,0.498,0,0.3093
0.807,0.975,10,0.991,1,0.6836
0.659,0.222,16,0.069,0,0.5235
0.692,0.473,4,0.697,4,0.4829
0.849,0.061,8,0.362,0,0.3765
0.25,0.522,15,0.078,4,0.507
0.489,0.38,10,0.935,2,0.3013
0.221,0.045,16,0.59,1,0.1474
0.988,0.335,5,0.754,2,0.5044
0.944,0.391,14,0.24,3,0.5859
0.039,0.99,2,0.762,1,0.4135
0.706,0.208,8,0.828,0,0.2976
0.925,0.545,11,0.431,4,0.6351
0.181,0.987,18,0.572,1,0.5431
0.568,0.792,17,0.972,3,0.6691
0.915,0.993,15,0.847,2,0.8259
0.034,0.968,7,0.445,3,0.5747
0.697,0.49,18,0.665,0,0.51
0.297,0.696,4,0.784,4,0.3705
0.924,0.11,11,0.024,4,0.6461
0.971,0.441,5,0.588,0,0.4941
0.944,0.809,11,0.985,4,0.7734
0.474,0.505,14,0.947,1,0.3682
0.862,0.703,9,0.832,1,0.6528
0.845,0.746,16,0.106,0,0.7534
0.319,0.253,6,0.994,0,0.1031
0.829,0.876,6,0.61,3,0.7458
0.037,0.46,20,0.223,4,0.456
0.596,0.21,10,0.674,2,0.3165
0.23,0.865,1,0.857,0,0.377
0.121,0.418,20,0.112,3,0.5783
0.077,0.75,1,0.916,0,0.2018
0.696,0.548,13,0.92,0,0.4702
0.34,0.382,17,0.013,1,0.4438
0.725,0.81,15,0.9,4,0.6881
0.065,0.584,10,0.947,0,0.327
0.315,0.391,8,0.038,4,0.5017
0.539,0.11,6,0.294,3,0.4396
0.791,0.895,3,0.373,0,0.6073
0.319,0.035,15,0.349,2,0.3021
0.626,0.863,13,0.759,1,0.6853
0.886,0.36,10,0.358,2,0.5371
0.616,0.639,7,0.957,1,0.4203
0.233,0.922,10,0.995,0,0.4074
0.024,0.152,19,0.317,0,0.2691
0.87,0.567,16,0.509,4,0.6799
0.021,0.764,18,0.558,1,0.4703
0.875,0.758,9,0.579,3,0.6496
0.529,0.526,11,0.374,2,0.4467
0.939,0.625,0,0.166,3,0.6518
0.799,0.758,1,0.055,1,0.5998
0.998,0.841,17,0.106,3,0.8677
0.351,0.762,6,0.901,1,0.4213
0.767,0.354,15,0.28,4,0.6091
0.402,0.997,12,0.077,4,0.7512
0.48,0.435,3,0.624,3,0.3958
0.628,0.024,9,0.075,3,0.4662
0.874,0.363,8,0.07,1,0.5904
0.984,0.128,17,0.622,4,0.5182
0.768,0.121,8,0.591,3,0.4482
0.418,0.282,21,0.041,1,0.4947
0.421,0.053,9,0.46,1,0.3968
0.738,0.689,7,0.436,3,0.6664
0.239,0.074,22,0.547,2,0.3513
0.11,0.203,10,0.738,0,0.1637
0.355,0.093,12,0.283,1,0.2703
0.287,0.063,23,0.433,4,0.3983
0.296,0.268,12,0.793,0,0.2266
0.234,0.572,15,0.923,1,0.3408
0.042,0.965,12,0.891,2,0.3846
0.018,0.876,11,0.478,0,0.4374
0.988,0.876,14,0.521,4,0.7994
0.428,0.176,15,0.529,0,0.3093
0.384,0.265,7,0.869,3,0.3571
0.68,0.076,5,0.84,1,0.265
0.218,0.778,23,0.312,3,0.601
0.95,0.07,7,0.163,2,0.4775
0.786,0.557,1,0.379,0,0.4615
0.089,0.248,17,0.288,3,0.3623
0.418,0.243,10,0.951,2,0.3218
0.879,0.991,16,0.266,3,0.8868
0.945,0.757,9,0.181,4,0.812
0.467,0.837,1,0.899,3,0.4892
0.613,0.572,22,0.086,1,0.7261
0.167,0.871,18,0.26,3,0.6002
0.991,0.645,19,0.439,3,0.7494
0.232,0.946,19,0.595,3,0.5435
0.943,0.281,19,0.328,3,0.5883
0.65,0.595,1,0.496,3,0.602
0.608,0.69,5,0.199,0,0.5899
0.513,0.393,16,0.574,0,0.3657
0.231,0.88,11,0.408,4,0.5336
0.177,0.98,4,0.849,0,0.4635
0.22,0.494,1,0.416,2,0.3431
0.186,0.391,8,0.444,1,0.407
0.78,0.472,1,0.592,3,0.6855
0.35,0.853,21,0.123,3,0.6912
0.058,0.645,19,0.157,3,0.5438
0.969,0.045,13,0.79,4,0.5051
0.884,0.542,21,0.273,4,0.7098
0.928,0.017,14,0.685,2,0.3907
0.995,0.779,1,0.097,3,0.6788
0.174,0.328,17,0.822,4,0.3841
0.396,0.472,11,0.988,3,0.3789
0.758,0.799,6,0.374,0,0.5747
0.696,0.046,15,0.506,3,0.3974
0.154,0.159,18,0.443,2,0.2811
0.816,0.398,2,0.894,2,0.3939
0.224,0.23,14,0.01,4,0.3814
0.224,0.338,14,0.653,3,0.3647
0.537,0.998,6,0.652,2,0.5844
0.593,0.825,7,0.382,0,0.5421
0.58,0.884,6,0.219,4,0.6791
0.091,0.937,2,0.24,0,0.3668
0.877,0.341,18,0.8,2,0.4495
0.266,0.297,22,0.066,4,0.444
0.13,0.234,18,0.564,3,0.4008
0.889,0.83,17,0.307,1,0.7969
0.956,0.68,6,0.265,3,0.7211
0.862,0.236,18,0.506,3,0.593
0.81,0.377,4,0.898,0,0.45
0.655,0.507,22,0.618,3,0.507
0.551,0.528,12,0.789,1,0.3803
0.087,0.889,1,0.601,4,0.4474
0.408,0.381,23,0.698,4,0.467
0.373,0.909,17,0.432,1,0.5261
0.26,0.441,3,0.926,0,0.284
0.723,0.746,3,0.502,1,0.5987
0.496,0.93,7,0.552,4,0.7024
0.081,0.908,10,0.525,1,0.4403
0.22,0.057,0,0.316,0,0.139
0.683,0.206,8,0.231,3,0.594
0.076,0.477,5,0.074,3,0.3727
0.851,0.432,3,0.718,4,0.5056
0.495,0.641,5,0.289,0,0.4678
0.481,0.945,12,0.389,3,0.7143
0.592,0.112,21,0.92,3,0.4153
0.825,0.452,8,0.566,3,0.5463
0.348,0.192,13,0.097,2,0.4555
0.678,0.894,11,0.8,3,0.7715
0.566,0.965,3,0.256,2,0.6387
0.267,0.479,7,0.553,1,0.27
0.879,0.104,16,0.51,4,0.5089
0.797,0.785,21,0.238,4,0.8114
0.658,0.697,4,0.116,2,0.6493
0.851,0.355,2,0.211,0,0.4607
0.867,0.887,3,0.097,2,0.7458
0.708,0.976,7,0.276,3,0.7737
0.837,0.558,15,0.997,0,0.4615
0.697,0.566,10,0.402,4,0.6484
0.68,0.298,1,0.864,1,0.2907
0.619,0.585,7,0.549,1,0.5424
0.753,0.44,6,0.667,2,0.4793
0.159,0.302,0,0.156,2,0.4206
0.881,0.067,1,0.275,2,0.4227
0.872,0.253,22,0.51,2,0.5982
0.029,0.198,12,0.881,4,0.2218
0.826,0.542,10,0.043,3,0.7352
0.129,0.602,2,0.507,4,0.4807
0.335,0.609,1,0.051,1,0.4873
0.744,0.388,15,0.457,1,0.5243
0.161,0.421,0,0.629,1,0.3265
0.818,0.834,6,0.745,3,0.7007
0.832,0.476,2,0.139,3,0.5292
0.507,0.988,21,0.167,0,0.7606
0.006,0.44,15,0.47,3,0.4498
0.287,0.65,23,0.998,1,0.4895
0.617,0.05,5,0.356,3,0.3589
0.981,0.653,13,0.428,3,0.6421
0.632,0.851,22,0.432,3,0.6783
0.26,0.942,10,0.081,2,0.6645
0.634,0.997,21,0.774,3,0.6285
0.54,0.282,22,0.253,2,0.5667
0.78,0.575,20,0.704,1,0.6716
0.107,0.451,18,0.475,0,0.3627
0.761,0.564,21,0.612,4,0.7013
0.541,0.157,0,0.054,0,0.3428
0.963,0.856,20,0.89,4,0.7626
0.342,0.91,12,0.244,1,0.5954
0.633,0.45,19,0.67,2,0.4936
0.932,0.28,8,0.798,3,0.5299
0.103,0.141,10,0.54,2,0.2916
0.937,0.684,0,0.337,4,0.6651
0.688,0.312,12,0.978,3,0.4241
0.068,0.91,19,0.278,4,0.6164
0.301,0.671,0,0.949,4,0.3994
0.708,0.646,2,0.156,3,0.6301
0.067,0.559,19,0.389,0,0.3427
0.582,0.046,16,0.138,0,0.387
0.346,0.932,4,0.002,4,0.6839
0.621,0.628,5,0.26,1,0.5458
0.046,0.994,16,0.087,2,0.6314
0.872,0.537,9,0.986,0,0.4797
0.973,0.71,10,0.762,3,0.6285
0.969,0.056,12,0.004,4,0.6419
0.75,0.632,9,0.224,2,0.6802
0.13,0.765,13,0.67,2,0.4703
0.758,0.779,12,0.399,4,0.8115
0.025,0.77,3,0.832,2,0.2601
0.022,0.226,19,0.505,1,0.2358
0.324,0.975,16,0.654,4,0.5693
0.489,0.995,17,0.597,2,0.7593
0.77,0.076,10,0.638,2,0.4573
0.683,0.936,9,0.23,0,0.6969
0.446,0.289,20,0.373,2,0.4632
0.274,0.689,17,0.051,2,0.5201
0.997,0.338,18,0.588,0,0.5635
0.426,0.968,8,0.459,4,0.6011
0.451,0.102,4,0.761,0,0.3101
0.164,0.498,0,0.206,3,0.4356
0.795,0.428,4,0.437,3,0.6152
0.694,0.326,2,0.181,1,0.4176
0.221,0.646,0,0.614,2,0.4053
0.082,0.131,18,0.848,3,0.1701
0.68,0.717,5,0.765,4,0.5553
0.655,0.981,9,0.944,4,0.7361
0.273,0.805,4,0.972,3,0.4375
0.951,0.86,11,0.772,0,0.6446
0.151,0.36,11,0.287,1,0.3657
0.432,0.325,16,0.219,0,0.5237
0.944,0.517,1,0.448,1,0.5979
0.42,0.046,20,0.994,3,0.3271
0.639,0.945,13,0.413,0,0.6543
0.398,0.144,11,0.199,3,0.3877
0.274,0.903,12,0.944,1,0.3645
0.984,0.084,4,0.386,4,0.435
0.409,0.823,4,0.691,0,0.5672
0.894,0.152,16,0.788,3,0.5062
0.23,0.038,4,0.843,1,0.1768
0.213,0.719,23,0.821,4,0.4985
0.031,0.28,18,0.836,0,0.2107
0.652,0.714,3,0.668,1,0.557
0.369,0.555,6,0.404,0,0.4877
0.864,0.109,22,0.667,0,0.4978
0.473,0.932,16,0.837,2,0.5962
0.968,0.452,10,0.351,3,0.6884
0.186,0.734,5,0.297,2,0.4843
0.869,0.501,12,0.344,0,0.608
0.777,0.604,11,0.551,1,0.6347
0.771,0.303,4,0.052,3,0.598
0.845,0.2,23,0.779,1,0.4503
0.761,0.543,9,0.139,1,0.6378
0.626,0.44,10,0.133,4,0.6929
0.131,0.39,8,0.198,0,0.2551
0.033,0.673,12,0.577,1,0.3788
0.921,0.691,2,0.286,0,0.5835
0.617,0.046,16,0.368,2,0.4093
0.797,0.339,17,0.932,2,0.5164
0.482,0.412,4,0.847,1,0.3174
0.117,0.097,15,0.852,0,0.1074
0.125,0.236,22,0.578,4,0.4332
0.686,0.052,15,0.866,3,0.3874
0.43,0.996,10,0.779,2,0.6451
0.201,0.737,21,0.953,2,0.4964
0.492,0.087,3,0.064,4,0.367
0.064,0.02,8,0.029,1,0.2767
0.582,0.719,14,0.175,2,0.6213
0.269,0.439,11,0.929,2,0.296
0.798,0.787,15,0.606,3,0.7476
0.31,0.923,3,0.426,4,0.5235
0.455,0.599,2,0.513,4,0.4524
0.012,0.187,20,0.83,0,0.1541
0.072,0.782,3,0.929,4,0.315
0.392,0.956,1,0.73,3,0.5604
0.48,0.58,18,0.76,4,0.5117
0.6,0.682,6,0.32,0,0.5589
0.292,0.337,1,0.467,3,0.444
0.695,0.382,0,0.885,2,0.3387
0.86,0.735,17,0.786,1,0.568
0.78,0.928,7,0.684,2,0.6526
0.04,0.629,7,0.065,0,0.3593
0.481,0.79,9,0.04,3,0.6619
0.105,0.172,17,0.13,2,0.414
0.242,0.212,21,0.581,0,0.3867
0.987,0.532,10,0.536,2,0.6078
0.142,0.177,22,0.943,1,0.178
0.499,0.635,0,0.695,2,0.412
0.618,0.292,6,0.294,2,0.4761
0.702,0.792,7,0.161,2,0.6808
0.56,0.808,13,0.85,0,0.5314
0.01,0.464,23,0.46,3,0.3753
0.326,0.181,18,0.653,4,0.3766
0.518,0.647,7,0.565,0,0.5737
0.088,0.993,18,0.107,4,0.7278
0.351,0.623,21,0.057,4,0.7508
0.033,0.036,3,0.377,2,0.1738
0.079,0.017,22,0.362,1,0.1781
0.397,0.32,23,0.674,4,0.3506
0.133,0.196,9,0.632,4,0.3114
0.568,0.813,21,0.969,2,0.5153
0.689,0.845,9,0.858,1,0.6688
0.801,0.259,3,0.497,2,0.4594
0.2,0.326,7,0.5,4,0.3444
0.167,0.236,6,0.674,0,0.2054
0.105,0.908,14,0.114,4,0.6329
0.636,0.503,7,1.0,0,0.4425
0.706,0.656,9,0.519,3,0.6075
0.032,0.415,6,0.91,1,0.222
0.936,0.631,18,0.967,3,0.6683
0.052,0.386,2,0.582,2,0.2719
0.541,0.34,8,0.103,4,0.453
0.709,0.634,15,0.573,3,0.5966
0.871,0.591,13,0.598,1,0.6578
0.714,0.294,6,0.789,0,0.4603
0.802,0.149,11,0.048,0,0.5619
0.339,0.369,0,0.466,2,0.3792
0.815,0.415,15,0.923,2,0.4832
0.08,0.629,2,0.991,4,0.4027
0.895,0.915,0,0.191,3,0.7531
0.548,0.036,5,0.871,4,0.2736
0.817,0.244,1,0.146,0,0.4852
0.452,0.194,6,0.841,0,0.1315
0.644,0.502,7,0.277,3,0.5683
0.526,0.43,12,0.96,4,0.4475
0.732,0.729,15,0.695,2,0.6158
0.082,0.242,21,0.399,3,0.3394
0.06,0.594,20,0.281,2,0.5323
0.247,0.884,9,0.235,3,0.5145
0.16,0.911,3,0.681,2,0.4888
0.872,0.959,23,0.896,1,0.7606
0.219,0.773,20,0.755,0,0.5384
0.976,0.906,12,0.835,3,0.7613
0.337,0.235,16,0.781,1,0.3285
0.182,0.198,7,0.979,3,0.2155
0.79,0.006,7,0.758,0,0.3205
0.659,0.707,22,0.21,0,0.6558
0.498,0.937,6,0.792,2,0.514
0.555,0.187,23,0.322,0,0.4445
0.719,0.637,0,0.996,0,0.4516
0.228,0.746,14,0.377,0,0.4526
0.996,0.928,14,0.293,4,0.8809
